STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140604,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140605,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140606,-9999,-9999,0.67,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140607,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140608,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140609,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140610,-9999,-9999,0.35,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140611,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140612,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140613,-9999,-9999,0.08,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140614,-9999,-9999,0.82,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140615,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140616,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140617,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140618,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140619,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140620,-9999,-9999,0.13,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140621,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140622,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140623,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140624,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140625,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140626,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140627,-9999,-9999,0.54,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140628,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140629,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIWS0020,WAKEFIELD PEACEDALE 3.1 SSW RI US,20.7,41.4056,-71.5273,20140630,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140601,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140602,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140603,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140604,-9999,-9999,0.12,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140605,-9999,-9999,0.04,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140606,-9999,-9999,0.52,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140607,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140608,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140609,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140610,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140611,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140612,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140613,-9999,-9999,0.14,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140614,-9999,-9999,0.26,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140615,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140616,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140617,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140619,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140620,-9999,-9999,0.11,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140621,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140622,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140623,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140624,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140625,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140626,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140627,-9999,-9999,1.38,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140628,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140629,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0007,LITTLE COMPTON 0.6 E RI US,23.8,41.509,-71.159,20140630,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140601,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140605,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140606,-9999,-9999,0.59,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140607,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140608,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140609,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140610,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140611,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140612,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140613,-9999,-9999,0.15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RINW0005,LITTLE COMPTON 1.7 NW RI US,34.7,41.5253,-71.1935,20140614,-9999,-9999,0.22,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140601,-9999,-9999,0,-9999,-9999,-9999,75,38,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140602,-9999,-9999,0,-9999,-9999,-9999,75,43,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140603,-9999,-9999,0,-9999,-9999,-9999,76,50,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140604,-9999,-9999,0,-9999,-9999,-9999,65,56,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140605,-9999,-9999,0.82,-9999,-9999,-9999,62,53,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140606,-9999,-9999,0,-9999,-9999,-9999,74,53,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140607,-9999,-9999,0,-9999,-9999,-9999,77,51,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140608,-9999,-9999,0,-9999,-9999,-9999,82,54,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140609,-9999,-9999,0.14,-9999,-9999,-9999,73,55,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140610,-9999,-9999,0.02,-9999,-9999,-9999,71,61,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140611,-9999,-9999,0,-9999,-9999,-9999,71,57,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140612,-9999,-9999,0,-9999,-9999,-9999,67,58,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140613,-9999,-9999,1.49,-9999,-9999,-9999,70,62,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140614,-9999,-9999,0,-9999,-9999,-9999,76,56,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140615,-9999,-9999,0,-9999,-9999,-9999,78,54,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140616,-9999,-9999,0,-9999,-9999,-9999,76,50,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140617,-9999,-9999,0.04,-9999,-9999,-9999,72,57,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140618,-9999,-9999,0.09,-9999,-9999,-9999,83,63,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140619,-9999,-9999,0.13,-9999,-9999,-9999,76,54,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140620,-9999,-9999,0,-9999,-9999,-9999,76,50,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140621,-9999,-9999,0,-9999,-9999,-9999,72,47,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140622,-9999,-9999,0,-9999,-9999,-9999,73,49,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140623,-9999,-9999,0,-9999,-9999,-9999,73,50,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140624,-9999,-9999,0,-9999,-9999,-9999,74,52,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140625,-9999,-9999,0,-9999,-9999,-9999,78,63,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140626,-9999,-9999,0.36,-9999,-9999,-9999,83,60,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140627,-9999,-9999,0,-9999,-9999,-9999,76,54,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140628,-9999,-9999,0,-9999,-9999,-9999,76,50,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140629,-9999,-9999,0,-9999,-9999,-9999,78,53,-9999
GHCND:USW00054796,KINGSTON 1 NW RI US,35.1,41.4911,-71.5413,20140630,-9999,-9999,0,-9999,-9999,-9999,80,61,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140601,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140602,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140603,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140604,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140605,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140606,-9999,-9999,0.55,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140607,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140608,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140609,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140610,-9999,-9999,0.46,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140611,-9999,-9999,0.04,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140612,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140613,-9999,-9999,0.05,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140614,-9999,-9999,1.14,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140615,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140616,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140617,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140618,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140619,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140620,-9999,-9999,0.1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140621,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140622,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140623,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140624,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140625,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140626,-9999,-9999,0.15,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140627,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140628,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140629,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIPR0017,CRANSTON 4.1 E RI US,7,41.7777,-71.4022,20140630,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140601,-9999,-9999,0,-9999,-9999,-9999,75,36,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140602,-9999,-9999,0,-9999,-9999,-9999,75,42,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140603,-9999,-9999,0,-9999,-9999,-9999,76,47,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140604,-9999,-9999,0,-9999,-9999,-9999,65,56,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140605,-9999,-9999,0.84,-9999,-9999,-9999,62,52,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140606,-9999,-9999,0,-9999,-9999,-9999,74,51,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140607,-9999,-9999,0,-9999,-9999,-9999,77,48,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140608,-9999,-9999,0,-9999,-9999,-9999,82,53,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140609,-9999,-9999,0.19,-9999,-9999,-9999,72,53,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140610,-9999,-9999,0.01,-9999,-9999,-9999,71,61,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140611,-9999,-9999,0,-9999,-9999,-9999,71,58,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140612,-9999,-9999,0,-9999,-9999,-9999,68,59,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140613,-9999,-9999,1.41,-9999,-9999,-9999,71,62,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140614,-9999,-9999,0,-9999,-9999,-9999,77,54,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140615,-9999,-9999,0,-9999,-9999,-9999,78,50,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140616,-9999,-9999,0,-9999,-9999,-9999,76,47,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140617,-9999,-9999,0.09,-9999,-9999,-9999,72,55,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140618,-9999,-9999,0.04,-9999,-9999,-9999,84,63,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140619,-9999,-9999,0.12,-9999,-9999,-9999,76,52,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140620,-9999,-9999,0,-9999,-9999,-9999,76,48,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140621,-9999,-9999,0,-9999,-9999,-9999,72,45,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140622,-9999,-9999,0,-9999,-9999,-9999,74,46,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140623,-9999,-9999,0,-9999,-9999,-9999,72,49,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140624,-9999,-9999,0,-9999,-9999,-9999,74,49,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140625,-9999,-9999,0,-9999,-9999,-9999,78,63,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140626,-9999,-9999,0.12,-9999,-9999,-9999,84,58,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140627,-9999,-9999,0,-9999,-9999,-9999,77,52,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140628,-9999,-9999,0,-9999,-9999,-9999,78,48,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140629,-9999,-9999,0,-9999,-9999,-9999,80,51,-9999
GHCND:USW00054797,KINGSTON 1 W RI US,32.3,41.4782,-71.5417,20140630,-9999,-9999,0,-9999,-9999,-9999,81,61,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140601,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140602,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140603,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140604,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140605,-9999,-9999,0.04,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140606,-9999,-9999,0.66,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140607,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140608,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140609,-9999,-9999,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140610,-9999,-9999,0.35,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140611,-9999,-9999,0.02,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1RIKN0008,WEST GREENWICH 0.9 SW RI US,143.3,41.6207,-71.6779,20140612,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
